num_topics,coherence,tempo_gasto
5,0.2875854152290172,11.097837924957275
6,0.3510199494809856,11.185352563858032
7,0.3390085195210024,9.542368412017822
8,0.3321392757102464,9.689327239990234
9,0.3476878870664694,10.43790054321289
10,0.3419506221115945,9.942413091659546
11,0.3521006863287129,10.828683376312256
12,0.3776174064214168,14.350003957748411
13,0.3774064617537021,17.183205127716064
14,0.3659278897561103,16.12426471710205
15,0.3664487037334613,16.047422647476196
16,0.3945722012745759,15.376324653625488
17,0.367986577771496,14.326771020889282
18,0.3709234325792759,10.301911115646362
19,0.3635109075595497,10.507766246795654
20,0.3741162891558234,17.048710107803345
21,0.4021083264992514,16.524088144302368
22,0.4050952035903351,16.06999444961548
23,0.3914733318697979,17.592538118362427
24,0.3770464768602817,19.28994369506836
25,0.3932239738025317,16.89037775993347
26,0.4026587678111619,16.95011067390442
27,0.3865796469205069,17.458049297332764
28,0.3830988280472443,19.20882368087769
29,0.3755741547126909,21.37982702255249
30,0.3871136458882857,23.766048908233643
31,0.3690648214723394,24.56242299079895
32,0.3755505763335498,24.197216510772705
33,0.3896789092355318,21.91516637802124
34,0.395238561137784,26.62462902069092
35,0.3814451171373092,25.352686643600464
36,0.3772119926911904,40.08354353904724
37,0.3868259787700512,31.075902700424194
38,0.3814199558183057,26.60596990585327
39,0.4083294457749056,36.79043006896973
40,0.3810721352373547,38.66532063484192
41,0.3824498384970071,35.26573896408081
42,0.3872348852063895,46.265618085861206
43,0.3867055855487965,50.84676814079285
44,0.3951953077419695,54.63239574432373
45,0.4120513470103957,57.853816509246826
46,0.3807128826700917,56.0126473903656
47,0.3994250417414075,52.40201449394226
48,0.3894886142178577,42.30244994163513
49,0.3742034487631886,42.23666310310364
50,0.3784621034115759,45.42021155357361
51,0.380733706482444,44.867369413375854
52,0.3772793135411302,44.19120454788208
53,0.3973117909031314,45.17285990715027
54,0.3712868160777352,45.64867329597473
55,0.3903694099968377,47.70474934577942
56,0.3954998710317663,48.45376110076904
57,0.4187279439804192,46.530556201934814
58,0.3878959328736078,48.5548300743103
59,0.3962995236283354,52.66803979873657
60,0.379422459444996,50.49798130989075
61,0.3691200655465912,38.658838510513306
62,0.3828362945178577,46.925729751586914
63,0.3791510487501191,125.5958800315857
64,0.3862661313428714,62.6312358379364
65,0.3874799908890743,62.6598072052002
66,0.4047401968259075,70.48040699958801
67,0.4084148429857527,75.56093883514404
68,0.3932157532874408,46.47455143928528
69,0.4027847252786048,47.36445999145508
70,0.3744456422297459,54.30374670028687
71,0.4004983902627288,53.82905530929565
72,0.4118140382511174,48.16795420646668
73,0.3798604281199915,54.05692911148071
74,0.3909301618721258,77.47891211509705
75,0.3542438511688606,145.6261022090912
76,0.3778615249856635,91.02706360816956
77,0.3852918496329262,61.82554244995117
78,0.3590953460160924,79.84570574760437
79,0.3878513780222743,80.4529676437378
80,0.3851319380241048,100.40242409706116
81,0.3678000380214991,69.12382793426514
82,0.3819467469045156,61.30757761001587
83,0.3907903220563415,65.51176500320435
84,0.3817407366893239,86.47465944290161
85,0.3715061589095118,89.35957407951355
86,0.3895170381291002,93.09936428070068
87,0.3990907823033798,96.00581789016724
88,0.3948269781246196,82.44286870956421
89,0.373064905544113,92.22507190704346
90,0.3890868250435434,89.74074387550354
91,0.3988314419670837,87.69970393180847
92,0.3650004953488354,95.17826342582704
93,0.3771293918958877,105.61544561386108
94,0.3889492377996539,112.02102875709534
95,0.3801461631960967,123.07217001914978
96,0.382783493306137,115.915785074234
97,0.3957039501305577,122.01057982444765
98,0.3845248616127137,89.14612364768982
99,0.3953428903493933,73.09660792350769
100,0.3900166344304873,66.69328713417053
101,0.4036451569534363,77.98478078842163
102,0.385290428061905,73.85751152038574
103,0.3692638683098088,73.44809484481812
104,0.3813636934022991,85.56973147392273
105,0.3788494585037638,76.00534129142761
106,0.3975825539414977,91.19589281082152
107,0.3754428054490217,78.09500694274902
108,0.3948378704007443,80.3517472743988
109,0.3653241433145513,72.71586275100708
110,0.3790408419589844,89.07564163208008
111,0.3772168232009703,66.87803411483765
112,0.3685664115811017,73.51601600646973
113,0.3856779151747677,62.79972839355469
114,0.3834354434146556,60.65341711044312
115,0.387678057957611,62.97606778144837
116,0.3718331652611131,61.1675922870636
117,0.3836068547529226,90.85716557502748
118,0.3816354212925099,84.4914288520813
119,0.3753152679839901,77.2067494392395
120,0.3832523952270298,82.79120588302612
